sort,proddesc,batch,GL_reviewed,label_filename,label_completed(1=yes),URL,Link,Reference,publication_id,title,year,scale,north,south,east,west,series,authors
46,2175,2,yes,USGS_GQ-873_2.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_2175.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_2175.htm,"Amos, D.H., 1970, Geologic map of the Blackford quadrangle, western Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-873, scale 1:24,000.",2175,"Geologic map of the Blackford quadrangle, western Kentucky",1970,24000,37.5,37.375,-87.875,-88,Geologic Quadrangle Map GQ-873,"Amos, D.H."
47,2241,2,yes,USGS_GQ-941_2.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_2241.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_2241.htm,"Amos, D.H., 1971, Geologic map of part of the Leavenworth quadrangle, Meade County, Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-941, scale 1:24,000.",2241,"Geologic map of part of the Leavenworth quadrangle, Meade County, Kentucky",1971,24000,38.2,38.125,-86.275,-86.375,Geologic Quadrangle Map GQ-941,"Amos, D.H."
48,2288,2,yes,USGS_GQ-990_2.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_2288.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_2288.htm,"Amos, D.H., 1972, Geologic map of the New Amsterdam quadrangle, Kentucky-Indiana and part of the Mauckport quadrangle, Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-990, scale 1:24,000.",2288,"Geologic map of the New Amsterdam quadrangle, Kentucky-Indiana and part of the Mauckport quadrangle, Kentucky",1972,24000,38.125,38,-86.125,-86.375,Geologic Quadrangle Map GQ-990,"Amos, D.H."
49,10690,2,yes,USGS_GQ-1150_2.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10690.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10690.htm,"Amos, D.H., 1974, Geologic map of the Burna quadrangle, Livingston County, Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-1150, scale 1:24,000.",10690,"Geologic map of the Burna quadrangle, Livingston County, Kentucky",1974,24000,37.25,37.125,-88.25,-88.375,Geologic Quadrangle Map GQ-1150,"Amos, D.H."
70,1868,2,yes,USGS_GQ-554_2.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_1868.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_1868.htm,"Amos, D.H., and Wolfe, E.W., 1966, Geologic map of the Little Cypress quadrangle, Kentucky-Illinois: U.S. Geological Survey, Geologic Quadrangle Map GQ-554, scale 1:24,000.",1868,"Geologic map of the Little Cypress quadrangle, Kentucky-Illinois",1966,24000,37.125,37,-88.375,-88.5,Geologic Quadrangle Map GQ-554,"Amos, D.H.; Wolfe, E.W."
71,2645,2,yes,USGS_MF-228_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_2645.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_2645.htm,"Anderson, C.A., 1959, Preliminary geologic map of the NW 1/4 Mayer quadrangle, Yavapai County, Arizona: U.S. Geological Survey, Mineral Investigations Field Studies Map MF-228, scale 1:24,000.",2645,"Preliminary geologic map of the NW 1/4 Mayer quadrangle, Yavapai County, Arizona",1959,24000,34.5,34.375,-112.125,-112.25,Mineral Investigations Field Studies Map MF-228,"Anderson, C.A."
72,8222,2,yes,USGS_OF-67-4_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_8222.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_8222.htm,"Anderson, C.A., 1967, Preliminary geologic map of the SW 1/4 Mayer quadrangle, Yavapai County, Arizona: U.S. Geological Survey, Open-File Report OF-67-4, scale 1:24,000.",8222,"Preliminary geologic map of the SW 1/4 Mayer quadrangle, Yavapai County, Arizona",1967,24000,34.375,34.25,-112.125,-112.25,Open-File Report OF-67-4,"Anderson, C.A."
106,8006,2,yes,USGS_OF-61-5_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_8006.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_8006.htm,"Baker, A.A., 1961, Geologic map of the Aspen Grove quadrangle, Utah: U.S. Geological Survey, Open-File Report OF-61-5, scale 1:24,000.",8006,"Geologic map of the Aspen Grove quadrangle, Utah",1961,24000,40.5,40.375,-111.5,-111.625,Open-File Report OF-61-5,"Baker, A.A."
107,8008,2,yes,USGS_OF-61-6_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_8008.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_8008.htm,"Baker, A.A., 1961, Geologic map of the southeastern part of the Brighton quadrangle, Utah: U.S. Geological Survey, Open-File Report OF-61-6, scale 1:24,000.",8008,"Geologic map of the southeastern part of the Brighton quadrangle, Utah",1961,24000,40.625,40.5,-111.5,-111.625,Open-File Report OF-61-6,"Baker, A.A."
108,693,2,yes,USGS_GQ-239_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_693.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_693.htm,"Baker, A.A., 1963, Geology of the Aspen Grove quadrangle, Utah: U.S. Geological Survey, Geologic Quadrangle Map GQ-239, scale 1:24,000.",693,"Geology of the Aspen Grove quadrangle, Utah",1964,24000,40.5,40.375,-111.5,-111.625,Geologic Quadrangle Map GQ-239,"Baker, A.A."
109,695,2,yes,USGS_GQ-241_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_695.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_695.htm,"Baker, A.A., 1964, Geology of the Orem quadrangle, Utah: U.S. Geological Survey, Geologic Quadrangle Map GQ-241, scale 1:24,000.",695,"Geology of the Orem quadrangle, Utah",1964,24000,40.375,40.25,-111.625,-111.75,Geologic Quadrangle Map GQ-241,"Baker, A.A."
110,8753,2,yes,USGS_OF-72-9_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_8753.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_8753.htm,"Baker, A.A., 1972, Geologic map of NE part of Spanish Fork Peak quadrangle, Utah: U.S. Geological Survey, Open-File Report OF-72-9, scale 1:24,000.",8753,"Geologic map of NE part of Spanish Fork Peak quadrangle, Utah",1972,24000,40.125,40,-111.5,-111.625,Open-File Report OF-72-9,"Baker, A.A."
116,4965,2,yes,USGS_PP-638_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_4965.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_4965.htm,"Baker, D.R., and Buddington, A.F., 1970, Geology and magnetite deposits of the Franklin quadrangle and part of the Hamburg quadrangle, New Jersey: U.S. Geological Survey, Professional Paper 638, scale 1:24,000.",4965,"Geology and magnetite deposits of the Franklin quadrangle and part of the Hamburg quadrangle, New Jersey",1970,24000,41.1942,41,-74.5,-74.625,Professional Paper 638,"Baker, D.R.; Buddington, A.F."
117,750,2,yes,USGS_GQ-292_2.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_750.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_750.htm,"Baker, L.N., 1963, Geology of the New Madrid S.E. and Hubbard Lake quadrangles in Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-292, scale 1:24,000.",750,Geology of the New Madrid S.E. and Hubbard Lake quadrangles in Kentucky,1963,24000,36.625,36.5,-89.375,-89.5667,Geologic Quadrangle Map GQ-292,"Baker, L.N."
118,10926,2,yes,USGS_GQ-1391_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10926.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10926.htm,"Banks, N.G., and Krieger, M.H., 1977, Geologic map of the Hayden quadrangle, Pinal and Gila Counties, Arizona: U.S. Geological Survey, Geologic Quadrangle Map GQ-1391, scale 1:24,000.",10926,"Geologic map of the Hayden quadrangle, Pinal and Gila Counties, Arizona",1977,24000,33.125,33,-110.75,-110.875,Geologic Quadrangle Map GQ-1391,"Banks, N.G.; Krieger, M.H."
119,19611,2,yes,USGS_C-54_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_19611.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_19611.htm,"Barclay, C.S., 1973, Geologic map and lignite deposits of the Glen Ullin quadrangle, Morton County, North Dakota: U.S. Geological Survey, Coal Investigations Map C-54, scale 1:24,000.",19611,"Geologic map and lignite deposits of the Glen Ullin quadrangle, Morton County, North Dakota",1973,24000,46.875,46.75,-101.75,-101.875,Coal Investigations Map C-54,"Barclay, C.S."
120,19624,2,yes,USGS_C-67_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_19624.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_19624.htm,"Barclay, C.S.V., 1974, Geologic map and lignite deposits of the Dengate quadrangle, Morton County, North Dakota: U.S. Geological Survey, Coal Investigations Map C-67, scale 1:24,000.",19624,"Geologic map and lignite deposits of the Dengate quadrangle, Morton County, North Dakota",1974,24000,46.875,46.75,-101.625,-101.75,Coal Investigations Map C-67,"Barclay, C.S.V."
121,15426,2,yes,USGS_OF-76-794_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_15426.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_15426.htm,"Barclay, C.S.V., 1976, Preliminary geologic map of the Tullis quadrangle, Carbon County, Wyoming: U.S. Geological Survey, Open-File Report OF-76-794, scale 1:24,000.",15426,"Preliminary geologic map of the Tullis quadrangle, Carbon County, Wyoming",1976,24000,41.25,41.125,-107.25,-107.375,Open-File Report OF-76-794,"Barclay, C.S.V."
122,19,2,yes,USGS_GQ-1563_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_19.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_19.htm,"Barker, Fred, 1982, Geologic map of the Lake Helen quadrangle, Big Horn and Johnson counties, Wyoming: U.S. Geological Survey, Geologic Quadrangle Map GQ-1563, scale 1:24,000.",19,"Geologic map of the Lake Helen quadrangle, Big Horn and Johnson counties, Wyoming",1982,24000,44.375,44.25,-107.125,-107.25,Geologic Quadrangle Map GQ-1563,"Barker, Fred"
123,10880,2,yes,USGS_GQ-1345_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10880.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10880.htm,"Barker, Fred, and Wyant, D.G., 1976, Geologic map of the Jefferson quadrangle, Park and Summit Counties, Colorado: U.S. Geological Survey, Geologic Quadrangle Map GQ-1345, scale 1:24,000.",10880,"Geologic map of the Jefferson quadrangle, Park and Summit Counties, Colorado",1976,24000,39.5,39.375,-105.75,-105.875,Geologic Quadrangle Map GQ-1345,"Barker, Fred; Wyant, D.G."
126,825,2,yes,USGS_GQ-363_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_825.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_825.htm,"Barnes, Harley, Christiansen, R.L., and Byers, F.M., Jr., 1965, Geologic map of the Jangle Ridge quadrangle, Nye and Lincoln Counties, Nevada: U.S. Geological Survey, Geologic Quadrangle Map GQ-363, scale 1:24,000.",825,"Geologic map of the Jangle Ridge quadrangle, Nye and Lincoln Counties, Nevada",1965,24000,37.25,37.125,-115.875,-116,Geologic Quadrangle Map GQ-363,"Barnes, Harley; Christiansen, R.L.; Byers, F.M., Jr."
127,9023,2,yes,USGS_I-1197_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_9023.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_9023.htm,"Barnes, Harley, Ekren, E.B., Rodgers, C.L., and Hedlund, D.C., 1982, Geologic and tectonic maps of the Mercury quadrangle, Nye and Clark Counties, Nevada: U.S. Geological Survey, Miscellaneous Investigations Series Map I-1197, scale 1:24,000.",9023,"Geologic and tectonic maps of the Mercury quadrangle, Nye and Clark Counties, Nevada",1982,24000,36.75,36.625,-115.875,-116,Miscellaneous Investigations Series Map I-1197,"Barnes, Harley; Ekren, E.B.; Rodgers, C.L.; Hedlund, D.C."
128,8000,2,yes,USGS_OF-61-19_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_8000.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_8000.htm,"Barnes, Harley, Houser, F.N., and Poole, F.G., 1961, Geologic map of the Oak Spring quadrangle, Nye County, Nevada: U.S. Geological Survey, Open-File Report OF-61-19, scale 1:24,000.",8000,"Geologic map of the Oak Spring quadrangle, Nye County, Nevada",1961,24000,37.25,37.125,-116,-116.125,Open-File Report OF-61-19,"Barnes, Harley; Houser, F.N.; Poole, F.G."
129,667,2,yes,USGS_GQ-214_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_667.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_667.htm,"Barnes, Harley, Houser, F.N., and Poole, F.G., 1963, Geologic map of the Oak Spring quadrangle, Nye County, Nevada: U.S. Geological Survey, Geologic Quadrangle Map GQ-214, scale 1:24,000.",667,"Geologic map of the Oak Spring quadrangle, Nye County, Nevada",1963,24000,37.25,37.125,-116,-116.125,Geologic Quadrangle Map GQ-214,"Barnes, Harley; Houser, F.N.; Poole, F.G."
161,15052,2,yes,USGS_OF-74-35_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_15052.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_15052.htm,"Barnum, B.E., 1974, Preliminary geologic map and coal resources of the Ranchester quadrangle, Sheridan County, Wyoming, and Big Horn County, Montana: U.S. Geological Survey, Open-File Report OF-74-35, scale 1:24,000.",15052,"Preliminary geologic map and coal resources of the Ranchester quadrangle, Sheridan County, Wyoming, and Big Horn County, Montana",1974,24000,45,44.875,-107.125,-107.25,Open-File Report OF-74-35,"Barnum, B.E."
162,19632,2,yes,USGS_C-75_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_19632.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_19632.htm,"Barnum, B.E., 1975, Geologic map and coal resources of the Ranchester quadrangle, Sheridan County, Wyoming, and Big Horn County, Montana: U.S. Geological Survey, Coal Investigations Map C-75, scale 1:24,000.",19632,"Geologic map and coal resources of the Ranchester quadrangle, Sheridan County, Wyoming, and Big Horn County, Montana",1975,24000,45,44.875,-107.125,-107.25,Coal Investigations Map C-75,"Barnum, B.E."
163,7312,2,yes,USGS_MF-1517_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_7312.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_7312.htm,"Barnum, B.E., 1983, Geologic and structure maps of the Monarch quadrangle, Sheridan County, Wyoming, and Big Horn County, Montana: U.S. Geological Survey, Miscellaneous Field Studies Map MF-1517, scale 1:24,000.",7312,"Geologic and structure maps of the Monarch quadrangle, Sheridan County, Wyoming, and Big Horn County, Montana",1983,24000,45,44.875,-107,-107.125,Miscellaneous Field Studies Map MF-1517,"Barnum, B.E."
164,6588,2,yes,USGS_MF-1179_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_6588.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_6588.htm,"Barnum, B.E., and Garrigues, R.S., 1980, Geologic map and coal sections of the Cactus Reservoir quadrangle, Rio Blanco and Moffat Counties, Colorado: U.S. Geological Survey, Miscellaneous Field Studies Map MF-1179, scale 1:24,000.",6588,"Geologic map and coal sections of the Cactus Reservoir quadrangle, Rio Blanco and Moffat Counties, Colorado",1980,24000,40.25,40.125,-108.625,-108.75,Miscellaneous Field Studies Map MF-1179,"Barnum, B.E.; Garrigues, R.S."
167,2021,2,yes,USGS_GQ-713_2.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_2021.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_2021.htm,"Barr, J.L., and Arndt, H.H., 1968, Geologic map of the Dorton quadrangle, Pike County, Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-713, scale 1:24,000.",2021,"Geologic map of the Dorton quadrangle, Pike County, Kentucky",1968,24000,37.375,37.25,-82.5,-82.625,Geologic Quadrangle Map GQ-713,"Barr, J.L.; Arndt, H.H."
9,20658,2,yes,USGS_B-1047-B_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_20658.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_20658.htm,"Adkison, W.L., and Johnston, J.E., 1963, Geology and coal resources of the Salyersville North quadrangle, Magoffin, Morgan, and Johnson Counties, Kentucky: U.S. Geological Survey, Bulletin 1047-B, scale 1:24,000.",20658,"Geology and coal resources of the Salyersville North quadrangle, Magoffin, Morgan, and Johnson Counties, Kentucky",1963,24000,37.875,37.75,-83,-83.125,Bulletin 1047-B,"Adkison, W.L.; Johnston, J.E."
11,7766,2,yes,USGS_MF-1885_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_7766.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_7766.htm,"Agard, S.S., 1986, Preliminary geologic map of the Bear Hole quadrangle, Big Horn County, Montana, and Big Horn and Sheridan Counties, Wyoming: U.S. Geological Survey, Miscellaneous Field Studies Map MF-1885, scale 1:24,000.",7766,"Preliminary geologic map of the Bear Hole quadrangle, Big Horn County, Montana, and Big Horn and Sheridan Counties, Wyoming",1986,24000,45.125,45,-107.875,-108,Miscellaneous Field Studies Map MF-1885,"Agard, S.S."
19,10625,2,yes,USGS_GQ-1081_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10625.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10625.htm,"Albee, H.F., 1973, Geologic map of the Observation Peak quadrangle, Teton and Lincoln Counties, Wyoming: U.S. Geological Survey, Geologic Quadrangle Map GQ-1081, scale 1:24,000.",10625,"Geologic map of the Observation Peak quadrangle, Teton and Lincoln Counties, Wyoming",1973,24000,43.375,43.25,-110.875,-111,Geologic Quadrangle Map GQ-1081,"Albee, H.F."
32,2250,3,yes,USGS_GQ-950_2.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_2250.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_2250.htm,"Alvord, D.C., 1971, Geologic map of the Hellier quadrangle, Kentucky-Virginia and part of the Clintwood quadrangle, Pike County, Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-950, scale 1:24,000.",2250,"Geologic map of the Hellier quadrangle, Kentucky-Virginia and part of the Clintwood quadrangle, Pike County, Kentucky",1971,24000,37.375,37.2417,-82.375,-82.5,Geologic Quadrangle Map GQ-950,"Alvord, D.C."
39,2251,3,yes,USGS_GQ-951_2.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_2251.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_2251.htm,"Alvord, D.C., and Miller, R.L., 1971, Geologic map of the Elkhorn City quadrangle, Kentucky-Virginia and part of the Harman quadrangle, Pike County, Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-951, scale 1:24,000.",2251,"Geologic map of the Elkhorn City quadrangle, Kentucky-Virginia and part of the Harman quadrangle, Pike County, Kentucky",1971,24000,37.375,37.25,-82.2,-82.375,Geologic Quadrangle Map GQ-951,"Alvord, D.C.; Miller, R.L."
338,1140,3,yes,USGS_GQ-1616_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_1140.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_1140.htm,"Braddock, W.A., Eggler, D.H., and Courtright, T.R., 1989, Geologic map of the Virginia Dale quadrangle, Larimer County, Colorado, and Albany and Laramie Counties, Wyoming: U.S. Geological Survey, Geologic Quadrangle Map GQ-1616, scale 1:24,000.",1140,"Geologic map of the Virginia Dale quadrangle, Larimer County, Colorado, and Albany and Laramie Counties, Wyoming",1989,24000,41,40.875,-105.25,-105.375,Geologic Quadrangle Map GQ-1616,"Braddock, W.A.; Eggler, D.H.; Courtright, T.R."
105,8012,3,yes,USGS_OF-61-7_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_8012.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_8012.htm,"Baker, A.A., 1961, Geologic map of southern part of Heber quadrangle, Utah: U.S. Geological Survey, Open-File Report OF-61-7, scale 1:24,000.",8012,"Geologic map of southern part of Heber quadrangle, Utah",1961,24000,40.625,40.5,-111.375,-111.5,Open-File Report OF-61-7,"Baker, A.A."
112,10646,3,yes,USGS_GQ-1103_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10646.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10646.htm,"Baker, A.A., 1973, Geologic map of the Springville quadrangle, Utah County, Utah: U.S. Geological Survey, Geologic Quadrangle Map GQ-1103, scale 1:24,000.",10646,"Geologic map of the Springville quadrangle, Utah County, Utah",1973,24000,40.25,40.125,-111.5,-111.625,Geologic Quadrangle Map GQ-1103,"Baker, A.A."
113,1849,3,yes,USGS_GQ-534_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_1849.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_1849.htm,"Baker, A.A., Calkins, F.C., Crittenden, M.D., and Bromfield, C.S., 1966, Geologic map of the Brighton quadrangle, Utah: U.S. Geological Survey, Geologic Quadrangle Map GQ-534, scale 1:24,000.",1849,"Geologic map of the Brighton quadrangle, Utah",1966,24000,40.625,40.5,-111.5,-111.625,Geologic Quadrangle Map GQ-534,"Baker, A.A.; Calkins, F.C.; Crittenden, M.D.; Bromfield, C.S."
114,579,3,yes,USGS_GQ-132_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_579.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_579.htm,"Baker, A.A., and Crittenden, M.D., 1961, Geology of the Timpanogos Cave quadrangle, Utah: U.S. Geological Survey, Geologic Quadrangle Map GQ-132, scale 1:24,000.",579,"Geology of the Timpanogos Cave quadrangle, Utah",1961,24000,40.5,40.375,-111.625,-111.75,Geologic Quadrangle Map GQ-132,"Baker, A.A.; Crittenden, M.D."
208,20705,3,yes,USGS_B-1063-M_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_20705.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_20705.htm,"Bell, Henry, and Post, E.V., 1971, Geology of the Flint Hill quadrangle, Fall River County, South Dakota: U.S. Geological Survey, Bulletin 1063-M, scale 1:24,000.",20705,"Geology of the Flint Hill quadrangle, Fall River County, South Dakota",1971,24000,43.375,43.25,-103.625,-103.75,Bulletin 1063-M,"Bell, Henry; Post, E.V."
227,20824,3,yes,USGS_B-1122-C_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_20824.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_20824.htm,"Bergin, M.J., 1962, Coal geology of the Seitz quadrangle, Breathitt, Magoffin, Morgan, and Wolfe Counties, Kentucky: U.S. Geological Survey, Bulletin 1122-C, scale 1:24,000.",20824,"Coal geology of the Seitz quadrangle, Breathitt, Magoffin, Morgan, and Wolfe Counties, Kentucky",1962,24000,37.75,37.625,-83.125,-83.25,Bulletin 1122-C,"Bergin, M.J."
229,6458,3,yes,USGS_MF-1083_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_6458.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_6458.htm,"Bergquist, J.R., 1979, Reconnaissance geologic map of the Blue Jay Peak quadrangle, Graham County, Arizona: U.S. Geological Survey, Miscellaneous Field Studies Map MF-1083, scale 1:24,000.",6458,"Reconnaissance geologic map of the Blue Jay Peak quadrangle, Graham County, Arizona",1979,24000,32.75,32.625,-110,-110.125,Miscellaneous Field Studies Map MF-1083,"Bergquist, J.R."
269,10875,3,yes,USGS_GQ-1340_2.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10875.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10875.htm,"Black, D.F.B., 1977, Geologic map of the Heidelberg quadrangle, east-central Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-1340, scale 1:24,000.",10875,"Geologic map of the Heidelberg quadrangle, east-central Kentucky",1977,24000,37.625,37.5,-83.75,-83.875,Geologic Quadrangle Map GQ-1340,"Black, D.F.B."
270,1050,3,yes,USGS_GQ-1500_2.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_1050.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_1050.htm,"Black, D.F.B., 1978, Geologic map of the Tallega quadrangle, east-central Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-1500, scale 1:24,000.",1050,"Geologic map of the Tallega quadrangle, east-central Kentucky",1978,24000,37.625,37.5,-83.5,-83.625,Geologic Quadrangle Map GQ-1500,"Black, D.F.B."
325,75236,3,yes,USGS_OF-80-245_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_75236.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_75236.htm,"Brabb, E.E., 1980, Preliminary geologic map of the La Honda and San Gregorio quadrangles, San Mateo County, California: U.S. Geological Survey, Open-File Report OF-80-245, scale 1:24,000.",75236,"Preliminary geologic map of the La Honda and San Gregorio quadrangles, San Mateo County, California",1980,24000,37.375,37.25,-122.25,-122.4167,Open-File Report OF-80-245,"Brabb, E.E."
326,11332,3,yes,USGS_OF-79-659_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_11332.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_11332.htm,"Brabb, E.E., and Dibblee, T.W., 1979, Preliminary geologic map of the Castle Rock Ridge quadrangle, Santa Cruz and Santa Clara Counties, California: U.S. Geological Survey, Open-File Report OF-79-659, scale 1:24,000.",11332,"Preliminary geologic map of the Castle Rock Ridge quadrangle, Santa Cruz and Santa Clara Counties, California",1979,24000,37.25,37.125,-122,-122.125,Open-File Report OF-79-659,"Brabb, E.E.; Dibblee, T.W."
328,70758,3,yes,USGS_OF-67-27_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_70758.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_70758.htm,"Braddock, W.A., 1967, Geologic map of the Empire quadrangle, Grand, Gilpin, and Clear Creek Counties, Colorado: U.S. Geological Survey, Open-File Report OF-67-27, scale 1:24,000.",70758,"Geologic map of the Empire quadrangle, Grand, Gilpin, and Clear Creek Counties, Colorado",1967,24000,39.875,39.75,-105.625,-105.75,Open-File Report OF-67-27,"Braddock, W.A."
329,4944,3,yes,USGS_PP-616_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_4944.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_4944.htm,"Braddock, W.A., 1969, Geology of the Empire quadrangle, Grand, Gilpin, and Clear Creek Counties, Colorado: U.S. Geological Survey, Professional Paper 616, scale 1:24,000.",4944,"Geology of the Empire quadrangle, Grand, Gilpin, and Clear Creek Counties, Colorado",1969,24000,39.875,39.75,-105.625,-105.75,Professional Paper 616,"Braddock, W.A."
330,1144,3,yes,USGS_GQ-1620_1.json,1,https://ngmdb.usgs.gov/Prodesc/proddesc_1144.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_1144.htm,"Braddock, W.A., Abbott, J.T., Connor, J.J., and Swann, G.A., 1988, Geologic map of the Poudre Park quadrangle, Larimer County, Colorado: U.S. Geological Survey, Geologic Quadrangle Map GQ-1620, scale 1:24,000.",1144,"Geologic map of the Poudre Park quadrangle, Larimer County, Colorado",1988,24000,40.75,40.625,-105.25,-105.375,Geologic Quadrangle Map GQ-1620,"Braddock, W.A.; Abbott, J.T.; Connor, J.J.; Swann, G.A."
